latitude;longitude;Название;Описание;Адрес
56.888469;60.625817;Фармация;сеть аптек;Краснофлотцев, 7, 1 этаж
56.821238;60.60445;Валета;аптека;Сапёров переулок, 5, 1 этаж
56.84849;60.616085;Форум Урал;сеть аптек;Шевченко, 8, 1 этаж
56.831047;60.617842;Алоэ;сеть аптек;Красноармейская, 68, 1 этаж
56.810311;60.508456;Здоровая семья;аптека;Соболева, 23/1
56.90525;59.952439;Жизнь;аптека;ТРЦ Строитель, Ильича проспект, 31
56.782829;60.664823;Валета;аптека;Рощинская, 21 к2, 1 этаж
56.88124;60.509094;Магис-Фарм;сеть аптек;Кунарская, 14 к3, 1 этаж
56.979602;60.558368;Айболит плюс;сеть аптек;Юбилейная, 11, 1 этаж
56.890525;60.744506;Будь здоров;аптека;Берёзовский тракт, 15, 1 этаж
56.792119;60.770007;Столет;аптечная сеть;Латвийская, 36, 1 этаж, супермаркет Кировский
56.885877;60.569194;Аптечный Мир;сеть аптек;Суворовский переулок, 12, 1 этаж
56.781861;60.674212;ФармМедТорг;сеть аптек;Патриотов, 6 к2, 1 этаж
56.796508;60.626963;Мелодия Здоровья;сеть аптек;ТЦ Дирижабль, Академика Шварца, 17, 1 этаж
56.786511;60.525786;Виктория-Фарм;сеть аптек;Анатолия Мехренцева, 42, 1 этаж
56.799062;60.576784;Медея;сеть аптек;Академика Бардина, 48, 1 этаж
56.809571;60.563106;Радуга;аптечная сеть;Волгоградская, 185, 3 этаж
56.909048;60.800075;Аптека низких цен;;Красных Героев, 3, 1 этаж
56.832978;60.588625;Твоя экономия;аптека;Малышева, 17а, 1 этаж
56.856845;60.603454;А-МЕГА;аптека;Челюскинцев, 23, 1 этаж
56.912019;59.933157;Аптека №458;;Космонавтов проспект, 22
56.796141;60.49379;Городские аптеки;;Евгения Савкова, 4, 1 этаж
56.792786;59.903782;Лавита;сеть аптек;Максима Горького, 48, 1 этаж
56.854129;60.559028;Живика;сеть аптек;Опалихинская, 27, 1 этаж
56.853001;60.573963;Лечебная косметика-1;аптечный салон;Готвальда, 14, супермаркет Верный
56.813145;60.608054;Планета здоровья;аптеки;8 Марта, 118
