latitude;longitude;Название;Описание;Адрес
56.856763;60.601534;Сыто-Место;столовая;Челюскинцев, 19, 1 этаж
56.833211;60.58171;ПОВАРешка;столовая;ТРЦ Алатырь, Малышева, 5, 4 этаж
56.838858;60.610953;Фартук;сеть столовых;Карла Либкнехта, 13, 325 офис, 3 этаж
56.762927;60.806197;Самоварчик;столовая;Бахчиванджи, 2, 2 этаж
56.881291;60.618945;Мастер вкуса;столовая;Электриков, 15, 1 этаж
56.815411;60.585716;Цибус Арт;столовая;Ясная, 1/5, 1 этаж
56.843995;60.653497;Комбинат питания;УрФУ;УрФУ, Мира, 19, 1 этаж
56.894813;60.615491;Столоffка;;Войкова, 2, 1 этаж
56.825049;60.585356;АмНям;кафе-столовая;БЦ Рифей, Московская, 54, 1 этаж
56.802939;60.549288;Медик;столовая;УГМУ, Начдива Онуфриева, 20а, 1 этаж
56.82542;60.618832;Время есть;столовая;Белинского, 71в, 1 этаж
56.845912;60.620838;Электрон;столовая;Кузнечная, 92, 24 офис, цокольный этаж
56.89269;60.5708;Сыто-Место;столовая;Автомолл Белая Башня, Донбасская, 1
56.828981;60.609597;Кейтеринбург;столовая;Горького, 67
56.812936;60.579037;Привет Буфет;столовая;Чкалова, 8, 1 этаж
56.844476;60.616656;ПОВАРешка;столовая;БЦ Манхэттен, Мамина-Сибиряка, 101, 1 этаж
56.831546;60.602225;Столовая на Красном;;Чернышевского, 16, 417 офис, 4 этаж
56.892004;60.577651;Котлета;столовая;Футбольный манеж Урал, Фестивальная, 10, 3 этаж
56.872397;60.515269;Сытый Екатеринбург;столовая;БД СоветникЪ, Маневровая, 9, 1 этаж
56.841077;60.61481;Комбинат питания;УрФУ;Тургенева, 4, 1 этаж
56.890877;60.638407;Столоffка;;Шефская, 6
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.885048;60.645073;Буфет;ИП Румянцева С.Л.;Фронтовых Бригад, 24а, 1 этаж
56.683514;60.799864;Сварог;столовая;Пионерская, 41, 1 этаж
56.812195;60.573369;Кейтеринбург;столовая;УралГУФК, Шаумяна, 85
56.856155;60.551261;Ланчбург;столовая;Бебеля, 71, 1 этаж
56.830857;60.599534;Привет Буфет;столовая;Радищева, 4, 3 этаж
56.832848;60.52466;Столовая №3;;Крауля, 168, 1 этаж
56.755365;60.757532;Столовая;;ТЦ МегаДетки, Черняховского, 86/2, 2 этаж
56.81637;60.670783;Столовая;УГЛТУ;УГЛТУ, Сибирский тракт, 36, 2 этаж
56.842671;60.697243;Сыто-Место;столовая;Владимира Высоцкого, 50, 2 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.832094;60.517222;Поварёша;столовая;Красных Зорь, 1а
56.838129;60.660094;Комбинат питания;УрФУ;Комсомольская, 70, 1 этаж
56.823591;60.663818;Столовая;УГЛТУ;Сибирский тракт, 35а, 2 этаж
56.778112;60.613597;Привет Буфет;столовая;Титова, 19 лит N, 2 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.901615;60.587355;Сыто-Место;столовая;Гостиница Уралмашевская, Победы, 65Б, 1 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
