latitude;longitude;Название;Описание;Адрес
56.849345;60.568536;Пульсар;студия компьютерной графики;Готвальда, 6/1, 4 офис, 1 этаж
56.838297;60.623974;Iwantvideo.ru;видеостудия;Ленина проспект, 50ж, 314 офис, 3 этаж
56.795258;59.908539;Империя праздника;компания;Олега Кошевого, 21, 1 этаж
56.700485;60.087646;Вернисаж;фотостудия;Калинина, 25а, 17 офис, 2 этаж
56.84194;60.613656;Красная бурда;;Тургенева, 13, 1205 офис, 12 этаж
;;Трикстер;кинокомпания;Екатеринбург
;;DeltaPRO;медиастудия;Екатеринбург
56.831794;60.627355;ВидеоФотоАрт;агентство праздников;Карла Маркса, 60
56.833583;60.596483;Digital Studio;видеостудия;ДЦ Малышева 36, Малышева, 36, 331 офис, 3 этаж
;;Арена Эйч Ди;;Екатеринбург
56.799006;60.637682;MMStudio;видеостудия;Онежская, 6а, 10 офис
56.827846;60.593987;Снято Нами;;Хохрякова, 72
56.818535;60.616747;Контрольная закупка;рекламное агентство;Большакова, 61, 308 офис, 3 этаж
;;СТК;сервисная компания;Косулино (Белоярский городской округ)
56.83726;60.621973;Мастерская KinoLook;киношкола;Луначарского, 137, 34 офис, 2 этаж
56.858043;60.646836;Яркие дети;сеть образовательных центров;Советская, 62, 1 этаж
56.832804;60.582696;ENGAGE VR;парк виртуальной реальности;ТРЦ Алатырь, Малышева, 5, 3 этаж
56.838297;60.623974;Парк чудес Галилео;научно-развлекательный центр;Ленина проспект, 50ж, 2 павильон, 1 этаж
56.88773;60.607962;ВДОХ;территория творчества и развития;Кузнецова, 2Б, 612 офис, 6 этаж
56.771928;60.645745;Free Fly;аэродинамический комплекс;Зимняя, 27/3
56.791906;60.645314;Планета ИГРиК;детский развлекательный центр;Щербакова, 2к
56.833939;60.596533;Додо Пицца;сеть пиццерий;Малышева, 31
56.832803;60.597317;NEWTON;научно-развлекательный парк;Вайнера, 13, цокольный этаж
56.816367;60.61226;Академия Чудес;магазин праздника;Фурманова, 48, 1 этаж
56.816363;60.621111;Феерита;компания по организации детских праздников;Белинского, 111, 1 этаж
56.802068;60.594763;Усадьба Квестов;компания по организации квестов;Авиационная, 2/1
56.791874;60.645387;ОТРЫВ;батутный парк;Щербакова, 2к, 2 этаж
56.79452;60.518537;Стильняги;салон-парикмахерская;Краснолесья, 135, 1 этаж
56.816873;60.539917;Радуга Лэнд;семейный парк развлечений;Радуга Парк, Репина, 94, 1 этаж
56.839972;60.614753;Первое виртуальное место;клуб виртуальной реальности;Ленина проспект, 49, 2 этаж
56.796319;60.470874;Мичуринские пруды;культурно-рыболовный комплекс;7-й участок, 4
56.830427;60.600247;ТАКТИКА МИЛИТАРИ;тематический центр развлечений;Радищева, 1, цокольный этаж
56.832813;60.618114;СтартТрек;развлекательный центр;Красноармейская, 37
56.816936;60.631244;ВВЕРХ;скалодром;БЦ Clever Park, Ткачей, 25, 1 этаж
56.780049;60.64827;Форт Боярд;;Походная, 3
56.779022;60.54777;Сирены Краснолесья;семейный развлекательный центр;ТЦ Краснолесье, Краснолесья, 12а, 2 этаж
56.712926;60.83031;Арамильская слобода;парк;Пролетарская, 82Б
56.798409;60.619842;ЦЕНТР ДЕТСКОГО ОТДЫХА;;Юлиуса Фучика, 5, 5 офис, 1 этаж
56.806631;60.606835;Е-Праздник;детская студия;Союзная, 4, цокольный этаж
56.797006;60.52956;Эльф парк;веревочный парк;Вильгельма де Геннина, 19
56.856289;60.598804;Портал-66;лазертаг-арена;ТЦ Свердловск, Героев России, 2, цокольный этаж
56.782007;60.550166;Облака;детский лофт;Академика Семихатова Н.А. бульвар, 6, 1 этаж
56.828121;60.589034;Детки Непоседки;студия детских праздников;Радищева, 33, 2 этаж
56.798114;60.618921;Территория Детства НяниЯ;;Юлиуса Фучика, 5, 2 этаж
56.811497;60.516263;База Героев;батутный парк;Соболева, 5, 2 этаж
56.80513;60.6028;Точка Роста LEGO Education;центр развития детей;Сурикова, 55, 1 этаж
56.816618;60.586079;Кидспарк;детский игровой зал;ТРЦ ФанФан, Ясная, 2, 4 этаж
56.84419;60.625823;Moderato;кулинарная школа;Бажова, 75а, 216, 217 офис, 2 этаж
56.836518;60.593866;СМОТРИ СЕРДЦЕМ;галерея в темноте;ТЦ Успенский, Вайнера, 10, 5 этаж, справа от лифта
56.82263;60.58623;Облакко;арт-лофт;Московская, 66
56.853261;60.61602;Атмосфера 209 eventspase;фотостудия;Луначарского, 31, 6 этаж
56.813888;60.643776;Маугли;веревочный парк;Мичурина, 230 к51
56.800106;60.577294;Паллада;детский центр развития;Академика Бардина, 48а, 1 этаж
